WELL,I,J,K,DEPTH,PROPERTY,COST,WWCT_cost,WOPR_cost,WSWP_cost,WGPR_cost,class_
BEGJP951,118,101,237,4458.26,WSWP,50568.331298828125,11.42888243496418,404.487548828125,50568.331298828125,2177.758709937334,1
BEGJP518,137,428,16,4059.67,WSWP,59148.57055664063,0.0,0.0,59148.57055664063,0.0,0
BEGJP952,115,105,241,4479.76,WSWP,52063.76623535156,179.9552830513567,8621.542846679688,52063.76623535156,1832.129042401909,1
BEGJP182,99,542,11,3690.91,WSWP,20003.5228881836,0.0,0.0,20003.5228881836,0.0,0
BEGJP831,114,709,17,4050.87,WSWP,52183.2373046875,0.0,0.0,52183.2373046875,0.0,0
BEGJP153,100,554,243,4291.21,WSWP,44277.891845703125,0.0,0.0,44277.891845703125,0.0,0
BEGJP853,52,409,226,3885.28,WSWP,33267.77990722656,155.93245112895966,2657.1647207643837,33267.77990722656,735.6831129640341,1
BEGJPP38,92,541,220,4147.96,WSWP,42610.40197753906,0.0,0.0,42610.40197753906,0.0,0
BEGJP833,119,675,18,4016.86,WSWP,38074.4912109375,0.0,0.0,38074.4912109375,0.0,0
BEGJP851,84,506,223,4019.26,WSWP,37875.22058105469,10.83888778090477,153.1317138671875,37875.22058105469,1056.6885069012642,1
BEGJP923,95,340,5,3468.35,WSWP,18809.64459228516,0.0,0.0,18809.64459228516,0.0,0
BEGJP993,122,83,232,4471.06,WSWP,45600.57666015625,0.0,0.0,45600.57666015625,0.0,0
BEGJP292,138,86,212,4607.4,WSWP,44643.0654296875,0.0,0.0,44643.0654296875,0.0,0
BEGJP9P8,134,50,1,3995.66,WSWP,38863.07080078125,0.0,0.0,38863.07080078125,0.0,0
BEGJP991,128,142,6,3998.46,WSWP,34655.06140136719,0.0,0.0,34655.06140136719,0.0,0
BEGJP998,125,71,231,4476.1,WSWP,43857.849365234375,0.0,0.0,43857.849365234375,0.0,0
BEGJP813,72,549,232,3975.07,WSWP,36290.96362304688,0.0,0.0,36290.96362304688,0.0,0
BEGJP58P,52,432,10,3241.66,WSWP,22725.3330078125,0.0,0.0,22725.3330078125,0.0,0
BEGJP922,98,328,3,3500.26,WSWP,18131.278381347656,0.0,0.0,18131.278381347656,0.0,0
BEGJP952,126,91,236,4462.29,WSWP,41190.61767578125,0.0,0.0,41190.61767578125,0.0,0
BEGJ9P8P,131,64,212,4513.18,WSWP,41446.38916015625,0.0,0.0,41446.38916015625,0.0,0
BEGJP935,85,304,3,3391.14,WSWP,15776.916564941406,0.0,0.0,15776.916564941406,0.0,0
BEGJ9P88,124,515,9,3876.92,WSWP,22775.168823242188,0.0,0.0,22775.168823242188,0.0,0
BEGJP588,48,415,1,3255.91,WSWP,19645.064331054688,0.0,0.0,19645.064331054688,0.0,0
BEGJP885,69,322,3,3336.66,WSWP,19813.586181640625,0.0,0.0,19813.586181640625,0.0,0
BEGJP231,108,472,255,4305.77,WSWP,31336.462890625,0.0,0.0,31336.462890625,0.0,0
BEGJP182,41,540,4,3331.18,WSWP,25484.786376953125,0.0,0.0,25484.786376953125,0.0,0
BEGJP518,101,476,4,3597.35,WSWP,14395.842346191406,0.0,0.0,14395.842346191406,0.0,0
BEGJP552,44,448,6,3245.93,WSWP,25243.541870117188,0.0,0.0,25243.541870117188,0.0,0
BEGJP831,129,652,25,4054.79,WSWP,29676.44775390625,0.0,0.0,29676.44775390625,0.0,0
BEGJP838,129,708,24,4081.25,WSWP,35519.828125,0.0,0.0,35519.828125,0.0,0
BEGJ9P85,123,448,1,3799.69,WSWP,21461.486450195312,0.0,0.0,21461.486450195312,0.0,0
BEGJP81P,50,560,212,3854.44,WSWP,31118.10913085937,0.0,0.0,31118.10913085937,0.0,0
BEGJP192,109,437,241,4298.78,WSWP,24485.61633300781,0.0,0.0,24485.61633300781,0.0,0
BEGJP921,94,353,1,3460.68,WSWP,15286.942810058594,710.5539908236824,19128.1279296875,15286.942810058594,10562.92203772068,2
BEGJP12P,29,527,212,4178.74,WSWP,28948.201171875,0.0,0.0,28948.201171875,0.0,0
BEGJP51P,63,373,6,3340.21,WSWP,14746.234313964844,0.0,0.0,14746.234313964844,0.0,0
BEGJP855,78,514,212,3924.1,WSWP,28258.0458984375,0.0,0.0,28258.0458984375,0.0,0
BEGJP832,122,857,4,4069.67,WSWP,32228.5751953125,0.0,0.0,32228.5751953125,0.0,0
BEGJP811,57,503,235,3801.65,WSWP,25109.123413085938,0.0,0.0,25109.123413085938,0.0,0
BEGJP938,87,291,1,3451.3,WSWP,13921.026489257812,0.0,0.0,13921.026489257812,0.0,0
BEGJP953,114,113,254,4502.68,WSWP,32356.78662109375,0.0,0.0,32356.78662109375,0.0,0
BEGJP959,118,218,16,3925.83,WSWP,23786.919921875,0.0,0.0,23786.919921875,0.0,0
BEGJP113,132,521,65,4048.69,WSWP,17386.759887695312,0.0,0.0,17386.759887695312,0.0,0
BEGJP293,137,98,221,4620.49,WSWP,29658.50634765625,0.0,0.0,29658.50634765625,0.0,0
BEGJP112,126,593,61,4121.44,WSWP,23547.55249023437,0.0,0.0,23547.55249023437,0.0,0
BEGJP851,82,495,238,4027.06,WSWP,24154.77319335937,0.0,0.0,24154.77319335937,0.0,0
BEGJP13P,128,554,45,4054.95,WSWP,16892.40185546875,0.0,0.0,16892.40185546875,0.0,0
BEGJP181,111,450,235,4308.14,WSWP,21416.811401367188,0.0,0.0,21416.811401367188,0.0,0
BEGJP152,105,511,218,4236.04,WSWP,22357.091064453125,0.0,0.0,22357.091064453125,0.0,0
BEGJP298,113,57,212,4615.48,WSWP,27715.8671875,0.0,0.0,27715.8671875,0.0,0
BEGJP151,109,386,246,4292.63,WSWP,19512.389404296875,0.0,0.0,19512.389404296875,0.0,0
BEGJP519,93,393,15,3469.91,WSWP,10030.26690673828,0.0,0.0,10030.26690673828,0.0,0
BEGJP229,34,391,6,4243.14,WSWP,31759.80419921875,0.0,0.0,31759.80419921875,0.0,0
BEGJP111,131,512,56,3998.09,WSWP,13626.32421875,0.0,0.0,13626.32421875,0.0,0
BEGJP82P,119,838,1,4050.63,WSWP,24968.348510742188,0.0,0.0,24968.348510742188,0.0,0
BEGJP832,122,807,11,4052.58,WSWP,25291.13671875,0.0,0.0,25291.13671875,0.0,0
BEGJP881,100,281,1,3564.92,WSWP,12315.202575683594,0.0,0.0,12315.202575683594,0.0,0
BEGJP112,129,537,66,4061.3,WSWP,20456.843872070312,0.0,0.0,20456.843872070312,0.0,0
BEGJP152,31,554,224,4221.9,WSWP,21577.57470703125,0.0,0.0,21577.57470703125,0.0,0
BEGJP138,129,619,50,4119.65,WSWP,18326.43505859375,0.0,0.0,18326.43505859375,0.0,0
BEGJP835,130,770,3,4097.73,WSWP,22647.988525390625,0.0,0.0,22647.988525390625,0.0,0
BEGJP551,43,480,1,3280.18,WSWP,12801.40576171875,0.0,0.0,12801.40576171875,0.0,0
BEGJP139,122,577,33,4056.0,WSWP,11425.666625976562,0.0,0.0,11425.666625976562,0.0,0
BEGJP11P,132,419,63,4016.57,WSWP,19391.282836914066,0.0,0.0,19391.282836914066,0.0,0
BEGJP825,133,834,1,4068.74,WSWP,22115.982666015625,0.0,0.0,22115.982666015625,0.0,0
BEGJP128,40,554,27,3407.08,WSWP,11288.516479492188,0.0,0.0,11288.516479492188,0.0,0
BEGJP889,84,481,212,4008.03,WSWP,15322.634521484375,0.0,0.0,15322.634521484375,0.0,0
BEGJP135,131,501,1,3924.15,WSWP,10960.679931640623,0.0,0.0,10960.679931640623,0.0,0
BEGJP955,130,58,1,3926.42,WSWP,13589.923950195312,0.0,0.0,13589.923950195312,0.0,0
BEGJP512,95,495,1,3559.56,WSWP,9303.346435546877,0.0,0.0,9303.346435546877,0.0,0
BEGJP118,132,445,57,3990.57,WSWP,13126.019165039062,0.0,0.0,13126.019165039062,0.0,0
BEGJP852,60,461,217,3842.95,WSWP,10807.919555664062,0.0,0.0,10807.919555664062,0.0,0
BEGJP118,55,577,1,3446.58,WSWP,9957.942993164062,0.0,0.0,9957.942993164062,0.0,0
BEGJP852,78,445,223,3999.94,WSWP,10622.625732421877,0.0,0.0,10622.625732421877,0.0,0
BEGJP883,60,347,1,3398.0,WSWP,8998.370849609375,0.0,0.0,8998.370849609375,0.0,0
BEGJP882,93,380,2,3456.52,WSWP,5474.623657226562,0.0,0.0,5474.623657226562,0.0,0
BEGJP82P,86,323,1,3372.51,WSWP,3605.0957641601562,0.0,0.0,3605.0957641601562,0.0,0
BEGJP213,138,252,30,4198.62,WSWP,9985.737060546877,0.0,0.0,9985.737060546877,0.0,0
BEGJP119,133,434,42,4014.96,WSWP,6623.8106689453125,0.0,0.0,6623.8106689453125,0.0,0
BEGJP115,134,457,65,4037.0,WSWP,6273.4578857421875,0.0,0.0,6273.4578857421875,0.0,0
BEGJP118,132,485,35,3965.56,WSWP,5115.239501953125,0.0,0.0,5115.239501953125,0.0,0
BEGJP291,107,119,237,4588.37,WSWP,8476.86669921875,0.0,0.0,8476.86669921875,0.0,0
BEGJP825,94,365,3,3468.53,WSWP,6090.0787353515625,0.0,0.0,6090.0787353515625,0.0,0
BEGJP131,127,606,64,4137.72,WSWP,8317.999145507812,0.0,0.0,8317.999145507812,0.0,0
BEGJ9P92,59,553,212,3861.29,WSWP,7156.5416259765625,0.0,0.0,7156.5416259765625,0.0,0
BEGJ9P81,110,579,1,3895.6,WSWP,3856.6351318359375,0.0,0.0,3856.6351318359375,0.0,0
BEGJ9P88,51,341,1,3642.39,WSWP,7970.2274169921875,0.0,0.0,7970.2274169921875,0.0,0
BEGJ9P83,121,157,1,3933.43,WSWP,6921.0244140625,0.0,0.0,6921.0244140625,0.0,0
BEGJP931,84,313,1,3370.45,WSWP,3517.64599609375,0.0,0.0,3517.64599609375,0.0,0
BEGJP882,63,367,1,3356.66,WSWP,4041.8014526367188,0.0,0.0,4041.8014526367188,0.0,0
BEGJ9P81,120,480,1,3798.85,WSWP,4078.514526367188,0.0,0.0,4078.514526367188,0.0,0
BEGJP122,53,561,1,3349.18,WSWP,4399.301025390625,0.0,0.0,4399.301025390625,0.0,0
BEGJP858,74,530,240,3920.85,WSWP,7033.1737060546875,0.0,0.0,7033.1737060546875,0.0,0
BEGJP858,82,467,219,4007.33,WSWP,6605.4576416015625,0.0,0.0,6605.4576416015625,0.0,0
BEGJP851,74,401,266,3989.73,WSWP,4941.66455078125,0.0,0.0,4941.66455078125,0.0,0
BEGJP881,54,435,231,3857.4,WSWP,6360.7330322265625,0.0,0.0,6360.7330322265625,0.0,0
BEGJP828,116,728,1,4045.5,WSWP,8363.29150390625,0.0,0.0,8363.29150390625,0.0,0
BEGJP292,106,95,222,4613.44,WSWP,8411.18896484375,0.0,0.0,8411.18896484375,0.0,0
BEGJP259,124,45,217,4552.03,WSWP,8817.326416015625,0.0,0.0,8817.326416015625,0.0,0
BEGJP189,109,492,228,4296.9,WSWP,7020.27587890625,0.0,0.0,7020.27587890625,0.0,0
BEGJP128,46,390,214,4217.98,WSWP,7414.6478271484375,0.0,0.0,7414.6478271484375,0.0,0
BEGJP132,154,689,1,4213.21,WSWP,8818.921630859375,0.0,0.0,8818.921630859375,0.0,0
BEGJP129,98,723,1,4255.38,WSWP,9140.197509765623,0.0,0.0,9140.197509765623,0.0,0
BEGJP125,39,519,1,3329.26,WSWP,5728.2236328125,0.0,0.0,5728.2236328125,0.0,0
